epoch;acc;auc;loss;lr
0;0.5798065295690941;0.9241160684482042;0.8149726651944285;0.001
1;0.6833266155479192;0.9219307010971088;0.5924628254115766;0.001
2;0.6888351470460242;0.9203000259338552;0.5708693994416131;0.001
3;0.7146311971219689;0.9188688500472395;0.5379510504310848;0.001
4;0.738949348373021;0.9176649167206793;0.5279182266215235;0.001
5;0.7498992341637499;0.916541534799186;0.5154706415439123;0.001
6;0.7603117022065247;0.915600387444343;0.4970796271892352;0.001
7;0.7700523982024972;0.914753936486396;0.4865066517100897;0.001
8;0.7701195754480189;0.9140016261678894;0.47898106983107425;0.001
9;0.7675668413114054;0.9133177655896048;0.4695527734262207;0.001
10;0.7805320436029076;0.9126946812401243;0.45401129095717396;0.001
11;0.783219132086418;0.9122234032981485;0.444115526258473;0.001
12;0.7904070939778096;0.9117933909498714;0.4347523948717995;0.001
13;0.7967889291631844;0.9114480935148249;0.42699188166178476;0.001
14;0.7923552331770042;0.9111240608916717;0.42609461402037796;0.001
15;0.7984011823349737;0.910839184620168;0.41172330654646044;0.001
16;0.8098213085800862;0.9106828818298165;0.39694646167832004;0.001
17;0.8027005239422245;0.9105562355815283;0.3949351997628866;0.001
18;0.808276232669835;0.9104693714976231;0.3865317319744171;0.001
19;0.811635093336286;0.9103936102222759;0.3893309353612915;0.001
20;0.8187558780302048;0.910367680704275;0.37492443104032447;0.001
21;0.8167405616255292;0.9103663293853749;0.38360371200304494;0.001
22;0.8141206503474999;0.9103554642666544;0.3697978944030802;0.001
23;0.8209055488538505;0.9103904079401123;0.3641537111980787;0.001
24;0.8212414349293046;0.9104790989308048;0.3666241196523859;0.001
25;0.8260781942444688;0.9105651394808051;0.35816430298372026;0.001
26;0.8311164853042066;0.9106705794167201;0.3467875808221141;0.001
27;0.8347440548806714;0.9108582660265544;0.34547989675631274;0.001
28;0.8372296117797712;0.9110256545761172;0.3354839276125494;0.001
29;0.8442160419345975;0.9112757297512282;0.33263956374311965;0.001
30;0.8428053204593328;0.9115113222869705;0.3201494697527941;0.001
31;0.8430740292492244;0.9117862950821773;0.32187995361846156;0.001
32;0.842872497616765;0.9120495592924787;0.3140969715154605;0.001
33;0.8398495231058494;0.9123156889302106;0.326839769885983;0.001
34;0.8501948138790779;0.9125635997191658;0.30714709128036816;0.001
35;0.8518742442643564;0.9128915476859873;0.30833944554180287;0.001
36;0.858927851696737;0.9132214574328229;0.2947730701624442;0.001
37;0.8581889023964049;0.9135847532443265;0.2937767490710556;0.001
38;0.8604729276550372;0.913935990755106;0.29163419460395035;0.001
39;0.8630928389250584;0.9143088130993852;0.2837028442235719;0.001
40;0.8630256617516099;0.9146812925828203;0.28628174486530894;0.001
41;0.863697433846461;0.9150708771818639;0.2840466664136297;0.001
42;0.8681311299928042;0.9154324148765707;0.2792991485772523;0.001
43;0.8715571677766467;0.9158181986564689;0.27734944240574105;0.001
44;0.8701464463894716;0.9162243485258549;0.27500969438996187;0.001
45;0.8688700792290712;0.9166167611702947;0.26808455945198434;0.001
46;0.8788123069215683;0.9170348862798948;0.2653653668731463;0.001
47;0.8774015853421976;0.9174464715515336;0.2594579552052147;0.001
48;0.8783420663390543;0.9178766514302645;0.2578718501178068;0.001
49;0.8783420664351521;0.9182975177449051;0.2618416063302341;0.001
50;0.8766626360018247;0.9187192518785086;0.2481233560476799;0.001
51;0.8777374714176517;0.9191378579414549;0.25302543134662425;0.001
52;0.8787451296199894;0.9195172790956965;0.26588392945189926;0.001
53;0.8843208383395917;0.9199265568755767;0.24993448828106907;0.001
54;0.8661829906895038;0.9202408741098025;0.2852686851712207;0.001
55;0.8824398763538864;0.920627808820716;0.24998025655201905;0.001
56;0.886336154832357;0.9210417366758175;0.23703383872678135;0.001
57;0.8879484078680077;0.9214785577836704;0.2427338714939475;0.001
58;0.8868735724922215;0.9218913213902066;0.2377662038520413;0.001
59;0.8898293698857456;0.9223084454653037;0.23639606627087975;0.001
60;0.8899637242726832;0.9227329760201273;0.23590598929782045;0.001
61;0.8894934838743568;0.9231262069931758;0.23696815382564612;0.001
62;0.8889560661664433;0.9235255071012688;0.2341279636447378;0.001
63;0.8799543194547866;0.923889631027338;0.24785891052144807;0.001
