epoch;acc;auc;loss;lr
0;0.6040169275767089;0.6579915534147144;0.7587027080697899;0.002
1;0.6861019682242006;0.7061134538881452;0.5941812817269803;0.002
2;0.723114126467069;0.7376297632730406;0.5445207731341982;0.002
3;0.7408477195308424;0.7595762822316845;0.5182656611402175;0.002
4;0.7539463962286325;0.7752905741014658;0.5012967763325362;0.002
5;0.7681870088396618;0.7883498162829933;0.4826448908272252;0.002
6;0.779136159084975;0.7996988135675943;0.4633739968654074;0.002
7;0.7853160475943065;0.8098783830963133;0.4488351591066044;0.002
8;0.7956606435384985;0.8182672521037765;0.43193717138537585;0.002
9;0.8040572311732946;0.8269596030347461;0.40635663184768417;0.002
10;0.8060724121957162;0.8342664526701534;0.4060783306664854;0.002
11;0.8122523006810249;0.8410778163045859;0.38977395446099355;0.002
12;0.821992342340111;0.8471832391020513;0.3769674168371278;0.002
13;0.8292469940456524;0.8529745946883707;0.3659357899898662;0.002
14;0.8383824813755907;0.8585494257424127;0.3431022657311579;0.002
15;0.8397931080928873;0.8636973620526072;0.3427320429740587;0.002
16;0.847182105208465;0.8685209445798983;0.3316020102225694;0.002
17;0.852757439404664;0.8730097727682045;0.318954948627413;0.002
18;0.8567206287444891;0.8773379763322432;0.3044012899516756;0.002
19;0.8646470074681812;0.8815937807123232;0.2934107312772083;0.002
20;0.8723046953838123;0.8856700455525038;0.27954407942565734;0.002
21;0.8672667428077392;0.8892883379464026;0.2857536862425337;0.002
22;0.8684758514179891;0.8926260140189284;0.2753486192862214;0.002
23;0.875596157721502;0.895840089256435;0.2707245736053526;0.002
24;0.8768724390447776;0.898710657813242;0.27354954838549556;0.002
25;0.8802310740914893;0.9014577595023445;0.25702514652596453;0.002
26;0.887687243912085;0.9042630105772292;0.24261580881069417;0.002
27;0.88258211862699;0.9068036479266742;0.2532774795375025;0.002
28;0.883455363740176;0.9091653784214869;0.24591272171328257;0.002
29;0.8883589709142204;0.9114016352334352;0.24402740496804004;0.002
30;0.8950090683146369;0.9136036434935588;0.2269949036170341;0.002
31;0.8970242493450662;0.9157435522459348;0.23705389422671136;0.002
32;0.9046819372606972;0.917814109758941;0.2107073637231651;0.002
33;0.9064284274910731;0.9199079811480941;0.20720551183064753;0.002
34;0.9017263384160678;0.9218252154716902;0.21833832604097292;0.002
35;0.8975616309531806;0.9234271223224609;0.22853167421936632;0.002
36;0.9045475918586686;0.9250320372759571;0.21147022842912974;0.002
37;0.9070329817961981;0.9266563965081608;0.2020282255132318;0.002
38;0.9061597366870159;0.9281975418347256;0.21175249035126048;0.002
39;0.9056895277759118;0.9295710576760118;0.20435483020096526;0.002
40;0.9109961711560421;0.9309785085792001;0.1970836933017955;0.002
41;0.9097870625377846;0.9323705923263402;0.19588925609195068;0.002
42;0.9093840263316988;0.9336141323301769;0.19935763956028138;0.002
43;0.9137502518976288;0.9348849817953316;0.19081580605979226;0.002
44;0.919459931483845;0.9361051948465942;0.18529457013005313;0.002
45;0.914018942701686;0.9372782173427076;0.1869616616577863;0.002
46;0.9216094579163028;0.9384421236112903;0.17153419713203377;0.002
47;0.9189225498757305;0.9395845431681564;0.17874319048110068;0.002
