epoch;acc;auc;loss;lr
0;0.619441085639827;0.9386568804686066;0.8143972385142674;0.001
1;0.6882977293941678;0.9361562925001378;0.5937536419054585;0.001
2;0.7181915893968549;0.9343422637757124;0.5531721877367862;0.001
3;0.7338438801318267;0.9327466706587041;0.5286729400530787;0.001
4;0.7517801961254308;0.9314014620875761;0.5043902784549916;0.001
5;0.7638720945614922;0.9302071386345865;0.4927978347814261;0.001
6;0.7659545882677465;0.9291240501256459;0.4793745447082832;0.001
7;0.7773747144728183;0.9281754340037021;0.4698397326129876;0.001
8;0.7828160687654422;0.9272999460940942;0.459722679876663;0.001
9;0.7889291952410068;0.9265767535454769;0.4374428895569514;0.001
10;0.7916834609460145;0.9259182043762981;0.43899544712742156;0.001
11;0.801021093613003;0.925360029701198;0.4179411187265471;0.001
12;0.8046486632375167;0.9249236438602076;0.40996583684003596;0.001
13;0.8129114604486376;0.9245879965156505;0.39433238635408485;0.001
14;0.813717586970467;0.9243021913390318;0.39326843569295694;0.001
15;0.8157329034712403;0.9240117016281314;0.388526438905974;0.001
16;0.8255407765365553;0.9238175048665399;0.3743599400667034;0.001
17;0.8209055488058016;0.9236562445921939;0.37325316260342445;0.001
18;0.8329974472258467;0.9235739902224446;0.35997851890661087;0.001
19;0.8359532447314849;0.9235564440260583;0.35462085329107296;0.001
20;0.83602042183286;0.9235326221644935;0.3503518131100233;0.001
21;0.8398495230177598;0.923547407431771;0.34288032980963346;0.001
22;0.8447534596905599;0.9236319819861933;0.3379228508562134;0.001
23;0.8502619911486241;0.9237533817604539;0.32550213828805025;0.001
24;0.849791750606151;0.9239024019731432;0.32333536132775725;0.001
25;0.8518742442803727;0.9240381850777303;0.3271251942391327;0.001
26;0.8510681177024861;0.9241847377318009;0.3097614567758383;0.001
27;0.8618164718127068;0.9244042761652889;0.30638108888685295;0.001
28;0.8627569528095635;0.9247064829176991;0.29802435728614085;0.001
29;0.8721617627460982;0.9249869072035277;0.2923060038806321;0.001
30;0.865914281883596;0.9252696998190146;0.29190161270663156;0.001
31;0.8698105603300338;0.9255738379685257;0.28567777855949156;0.001
32;0.8781405346985868;0.9259314874671855;0.2711168678957145;0.001
33;0.877132876496249;0.9262972501005583;0.2729079039522385;0.001
34;0.8814322182156139;0.9266750088033378;0.25934342608150096;0.001
35;0.8779390030421029;0.9270520097110984;0.2746012437046095;0.001
36;0.8849926105705814;0.9274170647365151;0.25373627927920583;0.001
37;0.8749832057526847;0.9277865551627325;0.27379504411944167;0.001
38;0.8825742308769626;0.9281513846306555;0.256922643567131;0.001
39;0.8949348381189318;0.9285676932440607;0.24084776413708175;0.001
40;0.885194142106943;0.9289737532620275;0.25779150006560636;0.001
41;0.8844551928066109;0.9293436536173274;0.2545215557731641;0.001
42;0.8941958887705508;0.9297425295418347;0.23700642891665644;0.001
43;0.8878140534330212;0.9301425390837414;0.24548261042773908;0.001
44;0.90487706576338;0.9306073700182063;0.21943275030063203;0.001
45;0.8987639392878153;0.9310706636044954;0.22990711309625372;0.001
46;0.899032648189821;0.9315029311112847;0.22829714962412045;0.001
47;0.8941287115570615;0.9319304640809166;0.22615517403399385;0.001
48;0.904877065707323;0.9323766416204756;0.2170709819182199;0.001
49;0.9119978503451847;0.9328650406943555;0.20543436873236218;0.001
50;0.8990998253632694;0.9333084718956512;0.2178602684582015;0.001
51;0.911393255423782;0.9337744873392955;0.203167777467956;0.001
52;0.909982533884452;0.9342395752231937;0.2060936067103699;0.001
53;0.91253526804509;0.9347024243652828;0.19985151672581905;0.001
54;0.9166330780278895;0.9351853583186732;0.19604017563393467;0.001
